,Voxel,Associated System,PC,WMD,NNC,BNWR,bcc,within_PC,within_WMD,TSNR,MGH_PC,MGH_WMD,MGH_NNC,MGH_BNWR,NKI_PC,NKI_WMD,NKI_NNC,NKI_BNWR
47,1048,Visual,0.577854708462,-0.302934362596,6.66666666667,0.411671255725,0.000807535505252,0.109818417976,0.916858451263,109.056,0.577854708462,0.428474943244,6.66666666667,0.411671255725,0.887782518429,0.0834561457171,8.06666666667,0.743323995497
48,1049,Visual,0.64283775343,0.144853519765,6.86666666667,0.464206549974,0.00842390715535,0.213687756145,2.14685318283,97.41691,0.64283775343,0.777154954191,6.86666666667,0.464206549974,0.887613939104,0.180207737936,7.53333333333,0.696959783154
49,1050,Visual,0.581536411845,0.0405120360747,6.13333333333,0.417331207104,0.0182812481765,0.265982129219,2.42948778901,79.42036,0.581536411845,0.931690318746,6.13333333333,0.417331207104,0.790474274991,-0.0637404591033,7.0,0.606420535353
50,1051,Visual,0.498715266788,-0.367231574148,5.8,0.360543234509,0.0208453421426,0.304047201893,1.49705712978,70.34472,0.498715266788,0.867665623572,5.8,0.360543234509,0.788884388301,-0.195258131804,6.93333333333,0.642672712275
51,1052,Visual,0.566246542355,-0.413579508637,5.33333333333,0.411742487995,0.0177332683337,0.424899966989,-0.224018763531,69.62907,0.566246542355,0.510869369048,5.33333333333,0.411742487995,0.796717366864,0.349302654551,7.66666666667,0.815210093293
52,1053,Somatomotor,0.660588830632,0.285354421192,5.53333333333,0.627533464327,0.0267621671651,0.518732821467,-1.66313934237,77.29326,0.660588830632,0.541295621063,5.53333333333,0.627533464327,0.832283223737,1.00998932345,8.26666666667,0.780059660135
53,1054,Somatomotor,0.534231259293,-0.114069943236,5.06666666667,0.353756321865,0.0005294680739,0.427998591408,-1.26116273634,106.6664,0.534231259293,-0.0742553117974,5.06666666667,0.353756321865,0.843596282388,-0.141378080259,6.53333333333,0.795046782466
54,1055,Somatomotor,0.53886748256,-0.117348622865,4.8,0.361268730591,0.00172905302044,0.603801039816,-1.49628751305,95.54396,0.53886748256,-0.0485492004042,4.8,0.361268730591,0.823440406235,-0.681906891196,5.26666666667,0.82126604008
55,1056,Visual,0.382105252467,-0.936996986975,4.13333333333,0.317116770034,0.000134544231416,0.483777531213,-0.519296139391,92.18024,0.382105252467,0.316310124409,4.13333333333,0.317116770034,0.822774400297,-0.428212584671,7.33333333333,0.757625844719
56,1057,Visual,0.455258192599,-0.584477316208,5.86666666667,0.339530998314,0.000145878920496,0.226247081449,0.942260835701,95.69639,0.455258192599,0.641436306439,5.86666666667,0.339530998314,0.822015746724,-0.0715472047604,6.46666666667,0.717432512661
57,1058,Visual,0.598372714372,0.526261229135,6.73333333333,0.398480708786,0.00456561832874,0.183987439464,1.46994071282,100.0226,0.598372714372,0.713691478059,6.73333333333,0.398480708786,0.796239127854,0.29340701535,7.93333333333,0.584759229073
58,1059,Visual,0.486365446267,-0.181045673819,6.73333333333,0.342126314693,0.00430858758509,0.210805590527,1.00055576221,108.7207,0.486365446267,0.597795285237,6.73333333333,0.342126314693,0.785035467101,0.270619701636,7.6,0.651195905892
59,1060,Visual,0.381864348682,-0.964692601727,5.06666666667,0.311234672499,0.000127226463104,0.0524598457104,-0.459157473536,112.9041,0.381864348682,0.356804835342,5.06666666667,0.311234672499,0.700364973398,0.174909809854,6.66666666667,0.593773424416
60,1061,Visual,0.566239310724,-1.52485628824,5.06666666667,0.782524616726,0.0,0.108175790683,-1.41931077876,108.2627,0.566239310724,0.235602752152,5.06666666667,0.782524616726,0.851211119137,0.0350104673234,7.86666666667,0.847472153856
61,1062,Visual,0.597472928098,-1.10043470992,6.4,0.519831377383,0.0,0.0808321121991,-0.0921917323219,114.0744,0.597472928098,0.256013731117,6.4,0.519831377383,0.797030187902,-0.436899137893,7.13333333333,0.833466423745
62,1063,Visual,0.55885271009,-0.388470896014,5.8,0.401691248866,0.00106504071512,0.0786542417457,1.08580275523,112.3386,0.55885271009,0.459635424416,5.8,0.401691248866,0.877279231722,-0.485341583779,8.0,0.815566358817
63,1064,Visual,0.551574456391,-0.0972474171847,6.06666666667,0.386682895512,0.00134318140082,0.0804621617397,1.60073366928,103.5951,0.551574456391,0.662996167188,6.06666666667,0.386682895512,0.898678985549,-0.00896905870933,8.0,0.764526049866
64,1065,Visual,0.420861684124,-0.377559655709,4.93333333333,0.319140987909,0.00154425045912,0.113050063552,1.09301447259,91.93799,0.420861684124,0.614900232523,4.93333333333,0.319140987909,0.870168551244,0.0124746172479,7.6,0.79977766633
65,1066,Visual,0.284679007083,-1.29287584696,3.73333333333,0.212979213861,0.000464305641944,0.261762123643,-0.200730359651,87.02616,0.284679007083,0.347729997837,3.73333333333,0.212979213861,0.856192123315,-0.216214083321,7.8,0.903193960188
66,1067,Somatomotor,0.46918906407,-1.63419367106,3.46666666667,0.700387539933,0.0,0.430510608142,-1.91278937364,91.36185,0.46918906407,-0.124823597751,3.46666666667,0.700387539933,0.894663496502,7.46289318,7.8,0.963268053804
67,1068,Visual,0.551188885102,-1.15708746684,4.2,0.645463157004,0.0,0.492116820374,-1.50992505163,107.5137,0.551188885102,0.235602752152,4.2,0.645463157004,0.872989220909,1.65950512098,8.2,0.755111563379
68,1069,Visual,0.361590726282,-1.23004778631,4.53333333333,0.296285969899,0.0,0.196693548565,-0.613604888756,107.9212,0.361590726282,0.309468164137,4.53333333333,0.296285969899,0.845242990768,0.19443388006,8.26666666667,0.737453171519
69,1070,Visual,0.365789087009,-0.795704298033,5.13333333333,0.218439870606,0.0,0.0389539899165,-0.260365753728,108.3653,0.365789087009,0.470104793386,5.13333333333,0.218439870606,0.913387545852,0.294469343495,8.93333333333,0.720208333698
70,1071,Visual,0.347476069523,-0.88152192465,5.06666666667,0.227403400672,0.000856621065584,0.0741135079681,-0.537576896504,113.5924,0.347476069523,0.479919272448,5.06666666667,0.227403400672,0.916026163036,0.545080645864,8.93333333333,0.751870413926
71,1072,Visual,0.680778296002,-1.26467925733,5.8,0.914033553969,0.0,0.214029604596,-1.85198317595,113.7188,0.680778296002,0.235602752152,5.8,0.914033553969,0.825046816764,-0.295441226524,7.66666666667,0.939682998868
72,1073,Visual,0.734935500718,-1.11396598533,6.2,0.716287417375,0.0,0.16037852919,-0.921473138072,116.4603,0.734935500718,0.238676658442,6.2,0.716287417375,0.875661911998,0.0631487039392,7.73333333333,0.828895507664
73,1074,Visual,0.556808880642,-0.939736122837,6.2,0.396158338612,0.0,0.0948415637043,-0.204584234579,117.0532,0.556808880642,0.375127703144,6.2,0.396158338612,0.809271357447,-0.102919964002,7.13333333333,0.772196448698
74,1075,Visual,0.404681610065,-0.887452915312,4.33333333333,0.254049926037,0.000390434358224,0.0126204398257,-0.371923584422,111.2265,0.404681610065,0.374699408123,4.33333333333,0.254049926037,0.89923277479,-0.16867791578,8.06666666667,0.807824500209
75,1076,Visual,0.342545282091,-1.1602570295,3.73333333333,0.251628288688,0.0,0.0300730909638,-1.00130970106,105.985,0.342545282091,0.251415534922,3.73333333333,0.251628288688,0.84541661974,-0.52714290207,7.4,0.830513936457
76,1077,Cingulo-parietal,0.800024406505,1.92862293955,7.13333333333,1.0,0.0,0.425334675678,-1.93356516855,132.0494,0.800024406505,2.92082854187,7.13333333333,0.973390302478,0.859796230234,3.87105506708,8.26666666667,0.95779056344
77,1078,Visual,0.757922505076,-0.0962042252076,7.66666666667,0.534652116058,0.002875542458,0.509717430443,-0.0392543629117,67.89367,0.757922505076,0.791904587628,7.66666666667,0.534652116058,0.820902725741,-0.0261973671084,7.0,0.655792086559
78,1079,Visual,0.603867009015,-0.954841691099,5.0,0.438978603636,0.0040443526163,0.343557610357,0.112701692799,95.9802,0.603867009015,0.587023443649,5.0,0.438978603636,0.829416096693,2.77106486626,6.46666666667,0.937811317226
79,1080,Visual,0.593813430028,-0.523349841251,5.53333333333,0.666597077772,0.000541052309722,0.291479319018,0.369866705853,120.3757,0.593813430028,0.423530402404,5.53333333333,0.666597077772,0.863252627751,1.78677183357,6.73333333333,0.811694546572
80,1081,Visual,0.726489341121,-0.279046820198,6.93333333333,0.743209633923,0.000139033715676,0.26490901849,0.491477828119,129.1779,0.726489341121,0.370256749447,6.93333333333,0.743209633923,0.829226986753,0.148962376964,6.86666666667,0.696460346807
81,1082,Visual,0.668997534734,-0.521562903768,6.2,0.72512377776,0.0,0.279285505915,-0.0191461626093,126.8986,0.668997534734,0.265832489341,6.2,0.72512377776,0.869242732397,0.296358272181,8.0,0.641885753411
82,1083,Visual,0.68970502301,1.86845534573,5.53333333333,1.0,0.0,0.43027715599,-0.54741866671,126.7281,0.68970502301,0.235602752152,5.53333333333,0.786743136682,0.862333917861,0.152417769503,8.46666666667,0.658416339282
83,1084,Visual,0.858273396133,0.0262860468312,8.33333333333,0.762618523169,0.000258718902289,0.0265564323962,-0.0140975079347,118.856,0.858273396133,0.440590684496,8.33333333333,0.762618523169,0.876442585327,0.0280641386887,7.4,0.773155882268
84,1085,Visual,0.861985464737,0.0360755925762,8.26666666667,0.705919753605,0.00169221026963,0.0319685895841,0.646881074495,106.5394,0.861985464737,0.79758195858,8.26666666667,0.705919753605,0.867397599759,0.57579635428,7.53333333333,0.715852735234
85,1086,Visual,0.768085183386,-0.230186084697,7.46666666667,0.574896262965,0.00753196826291,0.122269647935,0.842953328243,80.96972,0.768085183386,1.23712558488,7.46666666667,0.574896262965,0.906349669888,0.251171821053,7.73333333333,0.73793273975
86,1087,Visual,0.699441286917,0.104435361222,7.13333333333,0.472161605175,0.0122228959823,0.308437793583,0.384758495726,55.51799,0.699441286917,1.21932999585,7.13333333333,0.472161605175,0.92613419654,-0.197452059752,7.86666666667,0.901412127961
87,1088,Visual,0.754967605787,-0.367084860077,7.26666666667,0.580885189176,0.040617652775,0.611193634861,0.195873419915,46.31097,0.754967605787,0.935402266121,7.26666666667,0.580885189176,0.882149714988,0.583867200134,8.6,0.698917511418
88,1089,Visual,0.719705641162,-0.252356546187,7.93333333333,0.556005032712,0.0824757202354,0.402979137517,1.31023527227,59.29892,0.719705641162,1.74552604061,7.93333333333,0.556005032712,0.915666250329,0.441528344844,8.2,0.785380962311
89,1090,Visual,0.530874657063,-0.827258304006,5.8,0.331653450547,0.0117854646722,0.177967790694,1.67200999903,80.96951,0.530874657063,1.69970291311,5.8,0.331653450547,0.845940510743,0.120277870726,7.33333333333,0.619865863346
90,1091,Visual,0.477938276925,-0.860802129447,5.4,0.305687965142,0.00293722852056,0.070995751709,2.05222904499,106.1023,0.477938276925,1.51390514215,5.4,0.305687965142,0.808281699869,-0.164599837119,6.6,0.651262514407
91,1092,Visual,0.48674631565,-0.413211279138,6.2,0.335318889005,0.00198174234384,0.0329564092566,1.95466483534,121.2305,0.48674631565,1.23229905774,6.2,0.335318889005,0.856318231806,-0.175284481322,7.26666666667,0.814290450732
92,1093,Visual,0.551528425167,-0.674375447153,5.53333333333,0.413505201615,0.000608203677511,0.0328797543057,1.18677573193,122.538,0.551528425167,0.787759402961,5.53333333333,0.413505201615,0.827197773578,0.136430786826,6.8,0.78502878432
93,1094,Visual,0.768830412894,-1.12721297894,5.6,0.68385378923,0.000195217179112,0.0898252680752,0.57976135548,123.7228,0.768830412894,0.339766565421,5.6,0.68385378923,0.867814947662,-0.244563754153,7.4,0.727229361794
94,1095,Visual,0.682653856753,-1.4667734278,4.6,0.771899229859,0.0,0.162672426935,-0.721555193037,125.885,0.682653856753,0.235602752152,4.6,0.771899229859,0.874767423417,0.0926896636075,8.33333333333,0.75858790541
95,1096,Visual,0.579743648089,-0.753834190523,6.8,0.466495394444,0.000766413074105,2.02354649371e-316,0.295628500888,119.6393,0.579743648089,0.566390489856,6.8,0.466495394444,0.863946433096,-0.225703358564,6.4,0.797025077615
96,1097,Visual,0.624248232189,-0.158658864762,7.0,0.457039315835,0.00120090014125,0.00930097261581,1.54470600909,108.4362,0.624248232189,1.2683691991,7.0,0.457039315835,0.700139496286,-0.330809553092,5.66666666667,0.503967929467
97,1098,Visual,0.713997829954,-0.327119050661,7.2,0.509589201175,0.00385303091863,0.0354114243348,2.14581628417,91.9524,0.713997829954,1.7252540606,7.2,0.509589201175,0.897986520472,-0.0906334842862,8.66666666667,0.736062432347
98,1099,Visual,0.683236339802,-0.433787507643,7.06666666667,0.494124907871,0.0273402006326,0.145801603898,2.06776480962,72.93095,0.683236339802,1.93443890626,7.06666666667,0.494124907871,0.911983512182,0.0544905735246,8.0,0.809651153084
99,1100,Visual,0.697702016876,-0.291409113893,6.53333333333,0.511561641904,0.0314958368085,0.323724726172,1.26353551354,56.79951,0.697702016876,1.77479317109,6.53333333333,0.511561641904,0.826441279931,-0.0840083700903,7.06666666667,0.888850985944
100,1101,Visual,0.640150933903,-0.237195070281,6.4,0.477674877349,0.0216806645751,0.558769420451,0.281228813656,49.28569,0.640150933903,0.994270588922,6.4,0.477674877349,0.909315500547,0.190009254667,8.33333333333,0.805647805968
101,1102,Visual,0.68933590912,-0.378012844148,6.4,0.780570196788,0.0318661185358,0.595151067989,-0.0817619418696,68.8112,0.68933590912,0.599943505364,6.4,0.780570196788,0.901015240263,0.637703446536,8.8,0.737698301581
102,1103,Visual,0.72516342853,0.00413488920293,7.26666666667,0.692382782275,0.14249353796,0.455409489841,0.963548940567,76.17326,0.72516342853,1.20586722919,7.26666666667,0.692382782275,0.912184084558,0.396388548,8.46666666667,0.772858508085
103,1104,Visual,0.690710106705,-0.656929283518,5.66666666667,0.495317897622,0.0140906409646,0.302538874803,1.36919358566,87.05044,0.690710106705,1.45262112003,5.66666666667,0.495317897622,0.871407221658,0.387436090786,7.8,0.684640351943
104,1105,Visual,0.574768668103,-0.589060286107,5.8,0.37008605576,0.00328904027891,0.132707928852,2.03628646163,100.2464,0.574768668103,1.67106660624,5.8,0.37008605576,0.898087532795,0.224973410341,8.13333333333,0.724998625606
105,1106,Visual,0.561722275729,-0.386084448153,6.46666666667,0.366092051534,0.00179200103518,0.0200003196772,2.24102115245,113.9733,0.561722275729,1.37532366058,6.46666666667,0.366092051534,0.924807692695,-0.0544316185246,8.13333333333,0.828305332537
106,1107,Visual,0.376766496901,-0.641564416031,5.2,0.29734899719,0.0001015486164,0.0035336918348,1.77257845854,120.4449,0.376766496901,0.978033899326,5.2,0.29734899719,0.838776201238,0.122657851666,7.53333333333,0.651134755551
107,1108,Visual,0.450828832306,-1.06629785554,5.0,0.305402152715,0.00069224119196,0.0357194595576,1.34211082908,121.9519,0.450828832306,0.638339943289,5.0,0.305402152715,0.660589970254,0.171742996428,7.26666666667,0.667152919903
108,1109,Visual,0.344322296662,-1.46720765452,3.4,0.218429076082,0.0,0.0782607904837,-0.213713296118,124.5967,0.344322296662,0.306491366186,3.4,0.218429076082,0.708118755732,-0.171078987072,7.06666666667,0.774466122608
109,1110,Visual,0.324604930162,-1.83310755114,2.93333333333,0.3051159731,0.0,2.02354540677e-316,-0.880417959975,119.7603,0.324604930162,0.235602752152,2.93333333333,0.3051159731,0.714128608343,-0.195595861001,6.86666666667,0.861222552493
110,1111,Visual,0.373582127438,-1.20568830802,5.06666666667,0.267670045583,0.0,2.02354530796e-316,0.423700406442,118.25,0.373582127438,0.369076998903,5.06666666667,0.267670045583,0.852370347905,0.217609955295,7.53333333333,0.67279005314
111,1112,Visual,0.607357351937,-0.283021482545,6.86666666667,0.427629561141,0.000353947337842,0.00480402448136,1.68410910779,114.0622,0.607357351937,0.63910000455,6.86666666667,0.427629561141,0.860100298935,-0.313043282019,7.8,0.723724802849
112,1113,Visual,0.625500742219,-0.0400116587497,6.73333333333,0.433400663472,0.00115358167161,0.0234057641935,2.40611907058,101.5553,0.625500742219,1.13308626013,6.73333333333,0.433400663472,0.834529275755,-0.0711135323653,8.13333333333,0.683925240764
113,1114,Visual,0.584935846721,-0.271418646054,6.06666666667,0.40739625937,0.0040143707854,0.12236770234,2.05394540768,90.19466,0.584935846721,1.36415214967,6.06666666667,0.40739625937,0.913445801335,-0.0835567571094,8.73333333333,0.773722080649
114,1115,Visual,0.600249673447,-0.779797552536,6.13333333333,0.483863963031,0.00846496280736,0.30701187286,1.16851587699,82.32722,0.600249673447,1.15786632206,6.13333333333,0.483863963031,0.892873514501,0.181526312581,8.8,0.884180838078
115,1116,Visual,0.64860969813,-0.858578777287,5.26666666667,0.577177931228,0.0828659311643,0.458536472479,0.136641429786,78.83678,0.64860969813,0.796741754796,5.26666666667,0.577177931228,0.863578317915,0.0754793829988,7.46666666667,0.902114081189
