,Voxel,Associated System,PC,WMD,NNC,BNWR,bcc,within_PC,within_WMD,TSNR,MGH_PC,MGH_WMD,MGH_NNC,MGH_BNWR,NKI_PC,NKI_WMD,NKI_NNC,NKI_BNWR
0,1001,Default,0.678170395949,2.028828804,6.33333333333,0.924613930253,0.00387582059282,0.657947345885,-1.76387878589,51.67713,0.678170395949,0.721387865097,6.33333333333,0.924613930253,0.904432461762,2.35484793194,8.13333333333,0.811726847957
1,1002,Default,0.668499501395,2.02696188344,7.13333333333,0.978501025302,0.00350123910661,0.556721473429,-1.66875721936,56.17519,0.668499501395,0.842710237558,7.13333333333,0.978501025302,0.899121892844,1.76102847257,7.6,0.828381899225
2,1003,Visual,0.683148968871,-0.0775898665611,7.4,0.489674406144,0.000278067431352,0.182807946848,-0.355578512869,98.59383,0.683148968871,0.376750195964,7.4,0.489674406144,0.843559188623,0.0812903364215,7.33333333333,0.832834587847
3,1004,Visual,0.689148272709,0.405351226565,7.86666666667,0.523449859776,0.00617203373961,0.30130453716,0.610612617034,78.89072,0.689148272709,0.631437945227,7.86666666667,0.523449859776,0.867917840405,-0.0947765464653,7.53333333333,0.704216811252
4,1005,Visual,0.709540167913,0.363777771437,7.2,0.494683790725,0.0131444270644,0.523650143521,0.178759160934,50.28699,0.709540167913,0.729275862041,7.2,0.494683790725,0.827492545335,1.57503057255,6.73333333333,0.910562762183
5,1006,Default,0.508770317843,1.5723961564,5.33333333333,0.976606159312,0.00685872826673,0.566869875418,-1.75723969993,62.46569,0.508770317843,0.832241312868,5.33333333333,0.976606159312,0.861393729029,1.51300144366,7.73333333333,0.799703359947
6,1007,Visual,0.318600421547,-0.418833239886,5.0,0.232873096934,0.00466499000108,0.52060954827,-0.386851568606,67.06213,0.318600421547,0.674432315245,5.0,0.232873096934,0.797097467124,0.279180791709,7.26666666667,0.580036360067
7,1008,Visual,0.700152350948,-0.560365291721,7.13333333333,0.542875230562,0.0,0.169429838565,-0.693495076764,94.40355,0.700152350948,0.252939824828,7.13333333333,0.542875230562,0.785528534018,-0.398337550789,7.0,0.798088252644
8,1009,Visual,0.617755531081,0.1483708262,6.93333333333,0.425478582971,0.000727859359403,0.148034223268,0.090322968955,93.33218,0.617755531081,0.503617927345,6.93333333333,0.425478582971,0.803145440825,-0.0351019881153,7.4,0.664019036674
9,1010,Visual,0.576586827551,0.455362250208,7.0,0.427099326123,0.0130186539857,0.220198072573,0.458376120362,74.65598,0.576586827551,0.792726297019,7.0,0.427099326123,0.715915172969,-0.0586971526278,4.66666666667,0.550990437803
10,1011,Visual,0.520558200029,0.116084444817,6.33333333333,0.370087569832,0.023461475851,0.367320197312,0.14761802937,61.43621,0.520558200029,0.905373018015,6.33333333333,0.370087569832,0.712961353319,0.0292290067534,5.8,0.605904021637
11,1012,Visual,0.561167104721,-0.0993692771089,6.2,0.398463248525,0.0233918361057,0.46095886269,-0.539273449197,58.14973,0.561167104721,0.823539257335,6.2,0.398463248525,0.816357705203,2.24199800674,5.8,0.817743652455
12,1013,Visual,0.556719294908,-0.718167539083,4.8,0.371401240889,0.00786734440791,0.486203278377,-1.24948085705,74.42141,0.556719294908,0.587581580653,4.8,0.371401240889,0.824809148721,1.99078465561,7.46666666667,0.875380193083
13,1014,Visual,0.841704321643,-0.425572539762,7.33333333333,0.745585460624,0.00125415332691,0.103125810572,-1.06456857855,87.80424,0.841704321643,0.25828677082,7.33333333333,0.745585460624,0.777102081955,-0.648137751309,6.13333333333,0.871515969644
14,1015,Visual,0.584517287023,-0.574416294873,6.6,0.443713867526,0.00569474246895,0.185488563819,-0.609726674268,89.56757,0.584517287023,0.540917562994,6.6,0.443713867526,0.843608075728,-0.435525332709,6.2,0.72172539085
15,1016,Visual,0.6639353607,-0.150756972293,6.86666666667,0.428043555722,0.00105780862336,0.239904745692,0.438368767312,63.21232,0.6639353607,0.574049441971,6.86666666667,0.428043555722,0.772815215528,1.2753342557,7.13333333333,0.771075830126
16,1017,Visual,0.727746408038,-0.078814120537,7.86666666667,0.547506717932,0.00110271909103,0.193041857598,0.846185705297,85.19249,0.727746408038,0.625154898635,7.86666666667,0.547506717932,0.689226029055,2.14960397669,6.26666666667,0.920125306236
17,1018,Visual,0.729285656785,-0.044237824643,7.4,0.565995098801,0.00053351103323,0.166482442592,0.799906301747,103.0239,0.729285656785,0.59270573199,7.4,0.565995098801,0.869008089346,0.150171150759,8.06666666667,0.811590584491
18,1019,Visual,0.704025513624,-0.632111269074,6.4,0.658427821564,0.00105323346255,0.130143724865,0.0811997318156,114.0868,0.704025513624,0.415029915008,6.4,0.658427821564,0.887968995911,0.2219063442,7.8,0.895840734292
19,1020,Visual,0.783406772022,-0.561078935624,6.6,0.809801646494,0.000139033715676,0.329981004044,-0.283859048487,117.1452,0.783406772022,0.268327154705,6.6,0.809801646494,0.898693374879,0.163739017589,8.4,0.901099418633
20,1021,Default,0.818874199668,1.63923736253,6.93333333333,0.726368659847,0.0,0.236184508428,-1.90174575018,118.2955,0.818874199668,0.644819419161,6.93333333333,0.726368659847,0.905506284487,1.95812398934,7.93333333333,0.891848875437
21,1022,Visual,0.842919071258,0.656047224478,8.8,0.657938797406,0.000364352462334,0.365306337778,1.05081022991,66.72846,0.842919071258,0.57860831172,8.8,0.657938797406,0.900643552068,0.153736577074,7.6,0.727823426333
22,1023,Visual,0.798295370684,0.652413542613,8.46666666667,0.607606816497,0.00802689326657,0.456226248819,1.14819076868,51.66848,0.798295370684,0.70445722531,8.46666666667,0.607606816497,0.8688830087,0.033909715131,6.8,0.731264227368
23,1024,Visual,0.715687928511,0.534241649029,6.86666666667,0.494954732995,0.0188869887967,0.550952950989,0.383741628172,41.51697,0.715687928511,0.801224994277,6.86666666667,0.494954732995,0.875287359157,0.158404735123,7.6,0.719445600184
24,1025,Visual,0.756077810139,0.32397571324,7.4,0.591724070824,0.00772456355305,0.534245274234,0.193364538886,51.75296,0.756077810139,0.612656804873,7.4,0.591724070824,0.840748898193,2.18522544171,7.4,0.651722698822
25,1026,Visual,0.670007525684,-0.02831069605,7.46666666667,0.458885835763,0.0114323397743,0.400585783873,0.48834773947,59.52592,0.670007525684,0.674151567344,7.46666666667,0.458885835763,0.852998133295,-0.330108153565,6.8,0.737774498883
26,1027,Visual,0.593649286172,-0.0553700195745,7.73333333333,0.380216920077,0.00140261945963,0.232194123572,1.15851720485,71.53062,0.593649286172,0.951443820821,7.73333333333,0.380216920077,0.867342428731,-0.185087702613,8.2,0.719263428188
27,1028,Visual,0.611569615432,-0.172413920001,7.93333333333,0.422307595563,0.00393955615859,0.103975798901,1.48165083036,87.09494,0.611569615432,1.04087243287,7.93333333333,0.422307595563,0.875336876385,-0.284106166898,8.13333333333,0.710240224214
28,1029,Visual,0.538315807753,-0.59538771572,6.33333333333,0.375348738189,0.000523541389041,0.0490353307023,0.973602612894,104.2212,0.538315807753,0.853361408556,6.33333333333,0.375348738189,0.87316500194,-0.175783348716,7.26666666667,0.739340839937
29,1030,Visual,0.664811135672,-0.821979564064,5.46666666667,0.491457273272,0.000334250894788,0.1625653958,0.550777701609,114.4181,0.664811135672,0.483609566924,5.46666666667,0.491457273272,0.902430462756,-0.0960383119025,7.73333333333,0.740909670358
30,1031,Visual,0.711792739397,-0.931550574505,5.13333333333,0.565749301173,0.0,0.173713765811,-0.773682481357,116.7712,0.711792739397,0.235602752152,5.13333333333,0.565749301173,0.863139641575,-0.097990867094,7.13333333333,0.695382435912
31,1032,Visual,0.563239808763,-0.62258481448,6.0,0.380238778414,0.000145878920496,0.15410905044,-0.129760275572,111.3331,0.563239808763,0.360685005292,6.0,0.380238778414,0.909387452485,0.264341712472,9.06666666667,0.753201082652
32,1033,Visual,0.648897752196,0.0681650032941,7.73333333333,0.456057988095,0.00140497244969,0.261456416324,1.45781550372,98.98645,0.648897752196,0.678823573263,7.73333333333,0.456057988095,0.905988107671,0.207150862933,8.4,0.76262846442
33,1034,Visual,0.645949009064,0.0786569459808,7.66666666667,0.449974410695,0.00809925031817,0.261418463186,2.0722458384,78.36178,0.645949009064,0.888373754401,7.66666666667,0.449974410695,0.80931502294,-0.0940118935093,6.8,0.614569813115
34,1035,Visual,0.72174700484,0.339031649714,8.46666666667,0.521302850416,0.0149413730984,0.356893182616,1.82006960652,64.383,0.72174700484,0.918396910807,8.46666666667,0.521302850416,0.861270424253,0.0304169772312,7.33333333333,0.698914335167
35,1036,Visual,0.604618133041,0.0111103572111,7.13333333333,0.464568394319,0.0456588801523,0.437975249714,1.0661932015,56.76582,0.604618133041,1.04856309471,7.13333333333,0.464568394319,0.883560357748,0.0468756228509,7.26666666667,0.801195986187
36,1037,Visual,0.612931452057,0.00112817848921,5.93333333333,0.574273281115,0.120669030929,0.532188431921,-0.185916628188,53.24488,0.612931452057,1.09549701753,5.93333333333,0.574273281115,0.853858204827,0.0600939438869,6.93333333333,0.842282913726
37,1038,Somatomotor,0.719132150186,0.970493502432,6.53333333333,0.692703387071,0.0188640313711,0.597565571419,-1.43185142325,79.2889,0.719132150186,0.0487001729322,6.53333333333,0.692703387071,0.861600879893,1.29053294178,6.06666666667,0.833982833821
38,1039,Somatomotor,0.636315099347,0.255347061001,5.73333333333,0.681930530792,0.00915909147748,0.533529543812,-1.66795842306,76.19503,0.636315099347,-0.022947734396,5.73333333333,0.681930530792,0.76485068498,-0.17933390436,6.73333333333,0.749997723738
39,1040,Visual,0.505580885496,-0.461013794124,6.2,0.327768020568,0.00574296578772,0.374086320086,0.739812799782,78.81314,0.505580885496,0.770341312771,6.2,0.327768020568,0.850535176917,-0.39694252468,7.6,0.831453115508
40,1041,Visual,0.564680637783,-0.235904735432,7.4,0.385996161426,0.00743953711028,0.189292080985,1.72832054984,87.46426,0.564680637783,1.05765487114,7.4,0.385996161426,0.759714763712,-0.0182541095403,7.2,0.649787407662
41,1042,Visual,0.566639152881,-0.000207190965952,6.26666666667,0.391022401475,0.0114764307309,0.122928325657,1.91046046322,99.08455,0.566639152881,0.904640053931,6.26666666667,0.391022401475,0.743820440299,-0.386407445054,6.93333333333,0.59963145542
42,1043,Visual,0.45924921894,-0.519449145632,6.13333333333,0.337301951806,0.0063122377028,0.18725939895,1.38437226526,111.1165,0.45924921894,0.620702543781,6.13333333333,0.337301951806,0.705469412208,0.0805578367594,7.4,0.540269091483
43,1044,Visual,0.382521455564,-1.02591713244,4.2,0.268288969519,0.0,0.0549800364913,-0.286419043831,116.0332,0.382521455564,0.336808923575,4.2,0.268288969519,0.733588330465,0.486226649909,7.4,0.516312577985
44,1045,Visual,0.530313194129,-1.7385916001,3.46666666667,0.729003705335,0.0,0.0321035529577,-1.80879554856,110.2786,0.530313194129,0.235602752152,3.46666666667,0.729003705335,0.474751541177,-0.455427211112,5.93333333333,0.360618754068
45,1046,Visual,0.722213260025,-1.38693720338,5.93333333333,0.774614898138,0.0,0.0133423760787,-1.61296409919,105.8341,0.722213260025,0.235602752152,5.93333333333,0.774614898138,0.889779576926,0.935530082452,7.53333333333,0.9300445584
46,1047,Visual,0.47423844362,-1.15172002481,5.4,0.363276303523,0.0,0.0174531974138,-0.358728953404,112.6233,0.47423844362,0.245421510375,5.4,0.363276303523,0.773383918247,-0.222553390359,7.2,0.69625754814
