,Voxel,Associated System,PC
1034,2035,Cingulo-opercular,0.882065287539
1035,2036,Default,0.826745635915
1036,2037,Cingulo-opercular,0.750671529728
1037,2038,Cingulo-opercular,0.883772928148
1038,2039,Cingulo-opercular,0.534418218698
1039,2040,Cingulo-opercular,0.697134791143
1040,2041,Somatomotor,0.661737908603
1041,2042,Somatomotor,0.813244249751
1042,2043,Somatomotor,0.825448172515
1043,2044,Somatomotor,0.873318368171
1044,2045,Somatomotor,0.845998033248
1045,2046,Somatomotor,0.671118892087
1046,2047,Somatomotor,0.685579031796
1047,2048,Default,0.823666651097
1048,2049,Sailency,0.80760328752
1049,2050,Sailency,0.797285394311
1050,2051,Somatomotor,0.819951012516
1051,2052,Somatomotor,0.822982574852
1052,2053,Somatomotor,0.76425358148
1053,2054,Somatomotor,0.644804369905
1054,2055,Cingulo-parietal,0.658361252432
1055,2056,Visual,0.780675302062
1056,2057,Somatomotor,0.824262628657
1057,2058,Somatomotor,0.8965542003
1058,2059,Somatomotor,0.894996493162
1059,2060,Somatomotor,0.811607760214
1060,2061,Somatomotor,0.748958397412
1061,2062,Default,0.733144749285
1062,2063,Sailency,0.661890248635
1063,2064,Default,0.754857712655
1064,2065,Default,0.769350831396
1065,2066,Default,0.800478361346
1066,2067,Default,0.854464779435
1067,2068,Default,0.802929524268
1068,2069,Default,0.808170274766
1069,2070,Default,0.828560557071
1070,2071,Default,0.719592509342
1071,2072,Visual,0.608113801326
1072,2073,Visual,0.745233158502
1073,2074,Visual,0.708564454048
1074,2075,Visual,0.759151990066
1075,2076,Visual,0.679982053176
1076,2077,Visual,0.716098313595
1077,2078,Visual,0.79267012053
1078,2079,Cingulo-parietal,0.723139326332
1079,2080,Cingulo-parietal,0.712408909319
1080,2081,Cingulo-parietal,0.827167832984
1081,2082,Default,0.745449874176
1082,2083,Default,0.78086317705
1083,2084,Default,0.837272132321
1084,2085,Default,0.833717684499
1085,2086,Default,0.789565951403
1086,2087,Default,0.836233907189
1087,2088,Default,0.891032121958
1088,2089,Default,0.794016786911
1089,2090,Attention,0.685156582036
1090,2091,Visual,0.704086981583
1091,2092,Visual,0.38434475881
1092,2093,Visual,0.555443625912
1093,2094,Visual,0.575185358865
1094,2095,Visual,0.628452328204
1095,2096,Visual,0.499852486751
1096,2097,Visual,0.564952855206
1097,2098,Visual,0.685096551931
1098,2099,Visual,0.562642948599
1099,2100,Visual,0.56935164907
1100,2101,Visual,0.539531903013
1101,2102,Cingulo-parietal,0.670872794899
1102,2103,Cingulo-parietal,0.83450873746
1103,2104,Temporal,0.822340977421
1104,2105,Default,0.750726839549
1105,2106,Default,0.806922211811
1106,2107,Default,0.827613011947
1107,2108,Default,0.790918531885
1108,2109,Default,0.831045713828
1109,2110,Default,0.80088269044
1110,2111,Cingulo-parietal,0.840973850909
1111,2112,Attention,0.805014455815
1112,2113,Attention,0.67420853685
1113,2114,Visual,0.445795964178
1114,2115,Visual,0.576258384212
1115,2116,Visual,0.559311434556
1116,2117,Visual,0.408121120342
1117,2118,Visual,0.534599267674
1118,2119,Visual,0.299975389804
1119,2120,Visual,0.39992562095
1120,2121,Visual,0.473815491672
1121,2122,Visual,0.510088421073
1122,2123,Visual,0.66312700383
1123,2124,Visual,0.808293449784
1124,2125,Attention,0.727816517051
1125,2126,Temporal,0.74391588797
1126,2127,Temporal,0.766101095508
1127,2128,Temporal,0.760700259898
1128,2129,Default,0.79864568541
1129,2130,Cingulo-opercular,0.818320215651
1130,2131,Default,0.829870682996
