,Associated System,Cortical CI,Cortical Target,Target PC,Target WMD,Voxel
9062,Cingulo-opercular,1,287,0.49240285649763882,0.598953123642607,2035
9063,Cingulo-opercular,1,297,0.53203137955072533,0.15372941173013202,2035
9064,Cingulo-opercular,5,307,0.66083100254503246,-0.65806551427076443,2035
9065,Cingulo-opercular,1,312,0.0,-1.3000234224386122,2035
9066,Cingulo-opercular,2,347,0.35835828310412077,-0.34261201546077963,2035
9067,Cingulo-opercular,3,391,0.21835976234425292,-1.2958706845850327,2035
9068,Default,2,28,0.49160313440236431,0.31343470162763082,2036
9069,Default,0,45,0.10585425148765155,0.32071782146107825,2036
9070,Default,0,72,0.095859418895983595,-0.062390082792655711,2036
9071,Default,0,78,0.068556656567210023,-0.98338220638014406,2036
9072,Default,0,103,0.44485387967976353,0.21795240397030796,2036
9073,Default,0,144,0.68675736525319897,0.71244765401869403,2036
9074,Default,1,227,0.7411761070646945,-0.79562041111386295,2036
9075,Default,3,252,0.47430515119552019,-1.3058768984361613,2036
9076,Default,1,297,0.53203137955072533,0.15372941173013202,2036
9077,Default,5,307,0.66083100254503246,-0.65806551427076443,2036
9078,Default,1,312,0.0,-1.3000234224386122,2036
9079,Cingulo-opercular,0,45,0.10585425148765155,0.32071782146107825,2037
9080,Cingulo-opercular,6,129,0.45734640391675729,1.1901837007078369,2037
9081,Cingulo-opercular,3,135,0.29630860834092698,-2.2294800792312253,2037
9082,Cingulo-opercular,2,145,0.26895854494980787,-1.4730559490821764,2037
9083,Cingulo-opercular,2,209,0.25450429975102079,-0.86963725656408275,2037
9084,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,2037
9085,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,2037
9086,Cingulo-opercular,0,239,0.10346221440905561,-1.1450482302174403,2037
9087,Cingulo-opercular,2,245,0.18003499269177686,-0.051206621097587536,2037
9088,Cingulo-opercular,3,252,0.47430515119552019,-1.3058768984361613,2037
9089,Cingulo-opercular,1,312,0.0,-1.3000234224386122,2037
9090,Cingulo-opercular,7,334,0.29051907992581377,-2.8037540122193549,2037
9091,Cingulo-opercular,2,42,0.056391793237723156,0.45056115913062272,2038
9092,Cingulo-opercular,0,45,0.10585425148765155,0.32071782146107825,2038
9093,Cingulo-opercular,7,114,0.35934336376284287,0.82135691047198001,2038
9094,Cingulo-opercular,3,135,0.29630860834092698,-2.2294800792312253,2038
9095,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,2038
9096,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,2038
9097,Cingulo-opercular,2,228,0.44757325839577616,-0.44500349379279036,2038
9098,Cingulo-opercular,7,234,0.51069603010227704,-0.10746410376180479,2038
9099,Cingulo-opercular,3,244,0.63315201145851241,-0.83472125534842578,2038
9100,Cingulo-opercular,2,245,0.18003499269177686,-0.051206621097587536,2038
9101,Cingulo-opercular,3,252,0.47430515119552019,-1.3058768984361613,2038
9102,Cingulo-opercular,1,312,0.0,-1.3000234224386122,2038
9103,Cingulo-opercular,2,325,0.0,-2.0684197151412023,2038
9104,Cingulo-opercular,9,49,0.76916372484295215,1.0006474618575132,2039
9105,Cingulo-opercular,1,96,0.62935792083493824,0.99112465965479768,2039
9106,Cingulo-opercular,1,212,0.52990972783865853,1.3979776194123552,2039
9107,Cingulo-opercular,1,227,0.7411761070646945,-0.79562041111386295,2039
9108,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,2039
9109,Cingulo-opercular,1,386,0.49426192022151266,1.3313020234099979,2039
9110,Cingulo-opercular,6,52,0.4976423711485275,-1.1693401665429541,2040
9111,Cingulo-opercular,4,132,0.43598403597848495,0.03172228455109561,2040
9112,Cingulo-opercular,1,192,0.67880848184871068,0.65954225639071518,2040
9113,Cingulo-opercular,1,259,0.66402419719298411,0.50632289359243665,2040
9114,Cingulo-opercular,6,342,0.45213797282786039,0.84543905980988743,2040
9115,Cingulo-opercular,1,386,0.49426192022151266,1.3313020234099979,2040
9116,Somatomotor,2,145,0.26895854494980787,-1.4730559490821764,2041
9117,Somatomotor,6,147,0.54954880205034151,1.3184662114094621,2041
9118,Somatomotor,0,215,0.090597687843085209,0.21221138575004578,2041
9119,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2041
9120,Somatomotor,4,311,0.60280427251977975,1.0283314794974234,2041
9121,Somatomotor,7,334,0.29051907992581377,-2.8037540122193549,2041
9122,Somatomotor,0,345,0.10102870739549308,-0.38339669606297533,2041
9123,Somatomotor,2,347,0.35835828310412077,-0.34261201546077963,2041
9124,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2041
9125,Somatomotor,1,47,0.0,-1.3713230906348464,2042
9126,Somatomotor,4,56,0.28928843803898685,-1.2895046130305523,2042
9127,Somatomotor,6,147,0.54954880205034151,1.3184662114094621,2042
9128,Somatomotor,5,161,0.50140685626739334,1.2348016876638637,2042
9129,Somatomotor,0,215,0.090597687843085209,0.21221138575004578,2042
9130,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2042
9131,Somatomotor,0,239,0.10346221440905561,-1.1450482302174403,2042
9132,Somatomotor,4,311,0.60280427251977975,1.0283314794974234,2042
9133,Somatomotor,0,345,0.10102870739549308,-0.38339669606297533,2042
9134,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2042
9135,Somatomotor,2,22,0.0,-2.2153133230157249,2043
9136,Somatomotor,4,56,0.28928843803898685,-1.2895046130305523,2043
9137,Somatomotor,1,122,0.54106006395652406,1.209467917610064,2043
9138,Somatomotor,0,239,0.10346221440905561,-1.1450482302174403,2043
9139,Somatomotor,3,360,0.25336005391527605,-1.524562783634863,2043
9140,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2043
9141,Somatomotor,6,2,0.59487018428658933,1.4577307214800683,2044
9142,Somatomotor,4,31,0.41814581149496804,1.4427051135474669,2044
9143,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2044
9144,Somatomotor,2,113,0.18042390106043665,-0.48880279431196105,2044
9145,Somatomotor,9,163,0.80853511489728169,0.58182182257905524,2044
9146,Somatomotor,3,172,0.15110975709765931,0.29586417435766271,2044
9147,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2044
9148,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2044
9149,Somatomotor,2,274,0.43763618697269585,0.18701690997588663,2044
9150,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2044
9151,Somatomotor,0,361,0.0,-1.0658219964781741,2044
9152,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2044
9153,Somatomotor,6,2,0.59487018428658933,1.4577307214800683,2045
9154,Somatomotor,4,31,0.41814581149496804,1.4427051135474669,2045
9155,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2045
9156,Somatomotor,2,113,0.18042390106043665,-0.48880279431196105,2045
9157,Somatomotor,3,172,0.15110975709765931,0.29586417435766271,2045
9158,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2045
9159,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2045
9160,Somatomotor,2,274,0.43763618697269585,0.18701690997588663,2045
9161,Somatomotor,2,277,0.17894426304107403,1.0448761507654796,2045
9162,Somatomotor,2,318,0.0083716333120962029,-1.7272946551794937,2045
9163,Somatomotor,3,360,0.25336005391527605,-1.524562783634863,2045
9164,Somatomotor,0,361,0.0,-1.0658219964781741,2045
9165,Somatomotor,7,379,0.70569180208936744,0.81830153443392639,2045
9166,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2045
9167,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2046
9168,Somatomotor,1,117,0.20532943373884208,0.16288889912548746,2046
9169,Somatomotor,2,196,0.16541008542804342,-1.3447065469188737,2046
9170,Somatomotor,1,214,0.34505451105951118,-0.032553478559749896,2046
9171,Somatomotor,0,215,0.090597687843085209,0.21221138575004578,2046
9172,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2046
9173,Somatomotor,1,117,0.20532943373884208,0.16288889912548746,2047
9174,Somatomotor,2,125,0.52590223748595966,-0.25366965615412634,2047
9175,Somatomotor,6,129,0.45734640391675729,1.1901837007078369,2047
9176,Somatomotor,6,147,0.54954880205034151,1.3184662114094621,2047
9177,Somatomotor,2,196,0.16541008542804342,-1.3447065469188737,2047
9178,Somatomotor,7,210,0.61151705344690066,0.56894952718049652,2047
9179,Somatomotor,3,321,0.13455292314537404,0.96437585452672825,2047
9180,Default,0,45,0.10585425148765155,0.32071782146107825,2048
9181,Default,2,145,0.26895854494980787,-1.4730559490821764,2048
9182,Default,9,163,0.80853511489728169,0.58182182257905524,2048
9183,Default,4,169,0.60740790195251948,-0.32573607047239228,2048
9184,Default,7,202,0.49953474634556538,0.55743188201887084,2048
9185,Default,1,214,0.34505451105951118,-0.032553478559749896,2048
9186,Default,1,227,0.7411761070646945,-0.79562041111386295,2048
9187,Default,2,298,0.29960741203588437,-0.51992336597905064,2048
9188,Default,6,342,0.45213797282786039,0.84543905980988743,2048
9189,Default,1,367,0.6029687094513615,0.84126828267943621,2048
9190,Sailency,3,23,0.16833669691597711,0.26958110107562927,2049
9191,Sailency,0,45,0.10585425148765155,0.32071782146107825,2049
9192,Sailency,2,89,0.43301304891115422,-0.9258906711542314,2049
9193,Sailency,2,113,0.18042390106043665,-0.48880279431196105,2049
9194,Sailency,2,145,0.26895854494980787,-1.4730559490821764,2049
9195,Sailency,9,163,0.80853511489728169,0.58182182257905524,2049
9196,Sailency,1,214,0.34505451105951118,-0.032553478559749896,2049
9197,Sailency,1,227,0.7411761070646945,-0.79562041111386295,2049
9198,Sailency,2,274,0.43763618697269585,0.18701690997588663,2049
9199,Sailency,2,298,0.29960741203588437,-0.51992336597905064,2049
9200,Sailency,0,345,0.10102870739549308,-0.38339669606297533,2049
9201,Sailency,2,393,0.11866717354143946,-0.44268024067884887,2049
9202,Sailency,1,17,0.45395894407610121,-0.7590326661608745,2050
9203,Sailency,9,49,0.76916372484295215,1.0006474618575132,2050
9204,Sailency,4,56,0.28928843803898685,-1.2895046130305523,2050
9205,Sailency,2,89,0.43301304891115422,-0.9258906711542314,2050
9206,Sailency,0,103,0.44485387967976353,0.21795240397030796,2050
9207,Sailency,1,227,0.7411761070646945,-0.79562041111386295,2050
9208,Sailency,2,274,0.43763618697269585,0.18701690997588663,2050
9209,Sailency,5,283,0.62246638661637255,0.81162503504839079,2050
9210,Sailency,0,345,0.10102870739549308,-0.38339669606297533,2050
9211,Sailency,2,393,0.11866717354143946,-0.44268024067884887,2050
9212,Somatomotor,2,28,0.49160313440236431,0.31343470162763082,2051
9213,Somatomotor,4,56,0.28928843803898685,-1.2895046130305523,2051
9214,Somatomotor,2,89,0.43301304891115422,-0.9258906711542314,2051
9215,Somatomotor,7,114,0.35934336376284287,0.82135691047198001,2051
9216,Somatomotor,2,145,0.26895854494980787,-1.4730559490821764,2051
9217,Somatomotor,1,177,0.59324020080540218,0.71276421001655943,2051
9218,Somatomotor,8,179,0.55588663330837718,-0.38643994453864006,2051
9219,Somatomotor,5,283,0.62246638661637255,0.81162503504839079,2051
9220,Somatomotor,0,345,0.10102870739549308,-0.38339669606297533,2051
9221,Somatomotor,2,347,0.35835828310412077,-0.34261201546077963,2051
9222,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2051
9223,Somatomotor,2,28,0.49160313440236431,0.31343470162763082,2052
9224,Somatomotor,4,56,0.28928843803898685,-1.2895046130305523,2052
9225,Somatomotor,2,113,0.18042390106043665,-0.48880279431196105,2052
9226,Somatomotor,3,135,0.29630860834092698,-2.2294800792312253,2052
9227,Somatomotor,2,145,0.26895854494980787,-1.4730559490821764,2052
9228,Somatomotor,8,179,0.55588663330837718,-0.38643994453864006,2052
9229,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2052
9230,Somatomotor,6,236,0.609269641494537,-0.77162878187217354,2052
9231,Somatomotor,5,283,0.62246638661637255,0.81162503504839079,2052
9232,Somatomotor,2,347,0.35835828310412077,-0.34261201546077963,2052
9233,Somatomotor,5,353,0.54387376678589017,0.28936825640676533,2052
9234,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2052
9235,Somatomotor,2,22,0.0,-2.2153133230157249,2053
9236,Somatomotor,1,47,0.0,-1.3713230906348464,2053
9237,Somatomotor,5,82,0.54723929118715053,-0.66424928760823398,2053
9238,Somatomotor,3,135,0.29630860834092698,-2.2294800792312253,2053
9239,Somatomotor,1,212,0.52990972783865853,1.3979776194123552,2053
9240,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2053
9241,Somatomotor,6,236,0.609269641494537,-0.77162878187217354,2053
9242,Somatomotor,6,258,0.63371095540556655,-1.6345290570481448,2053
9243,Somatomotor,2,274,0.43763618697269585,0.18701690997588663,2053
9244,Somatomotor,8,317,0.74701225715504005,0.43003093898762912,2053
9245,Somatomotor,2,325,0.0,-2.0684197151412023,2053
9246,Somatomotor,7,379,0.70569180208936744,0.81830153443392639,2053
9247,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2053
9248,Somatomotor,4,19,0.0,-1.4288763632380492,2054
9249,Somatomotor,1,47,0.0,-1.3713230906348464,2054
9250,Somatomotor,5,82,0.54723929118715053,-0.66424928760823398,2054
9251,Somatomotor,2,125,0.52590223748595966,-0.25366965615412634,2054
9252,Somatomotor,3,135,0.29630860834092698,-2.2294800792312253,2054
9253,Somatomotor,1,212,0.52990972783865853,1.3979776194123552,2054
9254,Somatomotor,4,230,0.56884479861618875,0.12559286034281611,2054
9255,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2054
9256,Somatomotor,8,317,0.74701225715504005,0.43003093898762912,2054
9257,Somatomotor,2,325,0.0,-2.0684197151412023,2054
9258,Somatomotor,2,393,0.11866717354143946,-0.44268024067884887,2054
9259,Cingulo-parietal,1,47,0.0,-1.3713230906348464,2055
9260,Cingulo-parietal,5,82,0.54723929118715053,-0.66424928760823398,2055
9261,Cingulo-parietal,1,117,0.20532943373884208,0.16288889912548746,2055
9262,Cingulo-parietal,2,125,0.52590223748595966,-0.25366965615412634,2055
9263,Cingulo-parietal,9,306,0.57878194307838593,0.23235902389072585,2055
9264,Cingulo-parietal,1,312,0.0,-1.3000234224386122,2055
9265,Cingulo-parietal,2,325,0.0,-2.0684197151412023,2055
9266,Cingulo-parietal,3,360,0.25336005391527605,-1.524562783634863,2055
9267,Cingulo-parietal,3,391,0.21835976234425292,-1.2958706845850327,2055
9268,Cingulo-parietal,2,393,0.11866717354143946,-0.44268024067884887,2055
9269,Visual,2,113,0.18042390106043665,-0.48880279431196105,2056
9270,Visual,7,114,0.35934336376284287,0.82135691047198001,2056
9271,Visual,1,117,0.20532943373884208,0.16288889912548746,2056
9272,Visual,2,184,0.23596418303308725,1.4097217795140322,2056
9273,Visual,0,271,0.67269264285707564,2.1462498724749421,2056
9274,Visual,2,294,0.52763582229926542,-1.1156806549769949,2056
9275,Visual,3,391,0.21835976234425292,-1.2958706845850327,2056
9276,Somatomotor,4,19,0.0,-1.4288763632380492,2057
9277,Somatomotor,7,114,0.35934336376284287,0.82135691047198001,2057
9278,Somatomotor,1,117,0.20532943373884208,0.16288889912548746,2057
9279,Somatomotor,8,171,0.63127757126932227,0.15716920278498098,2057
9280,Somatomotor,8,179,0.55588663330837718,-0.38643994453864006,2057
9281,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2057
9282,Somatomotor,0,271,0.67269264285707564,2.1462498724749421,2057
9283,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2057
9284,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2057
9285,Somatomotor,4,19,0.0,-1.4288763632380492,2058
9286,Somatomotor,4,31,0.41814581149496804,1.4427051135474669,2058
9287,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2058
9288,Somatomotor,2,113,0.18042390106043665,-0.48880279431196105,2058
9289,Somatomotor,7,114,0.35934336376284287,0.82135691047198001,2058
9290,Somatomotor,1,117,0.20532943373884208,0.16288889912548746,2058
9291,Somatomotor,0,158,0.0,-1.3101020161405488,2058
9292,Somatomotor,3,172,0.15110975709765931,0.29586417435766271,2058
9293,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2058
9294,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2058
9295,Somatomotor,0,271,0.67269264285707564,2.1462498724749421,2058
9296,Somatomotor,2,274,0.43763618697269585,0.18701690997588663,2058
9297,Somatomotor,2,294,0.52763582229926542,-1.1156806549769949,2058
9298,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2058
9299,Somatomotor,2,318,0.0083716333120962029,-1.7272946551794937,2058
9300,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2058
9301,Somatomotor,2,28,0.49160313440236431,0.31343470162763082,2059
9302,Somatomotor,4,31,0.41814581149496804,1.4427051135474669,2059
9303,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2059
9304,Somatomotor,2,113,0.18042390106043665,-0.48880279431196105,2059
9305,Somatomotor,2,145,0.26895854494980787,-1.4730559490821764,2059
9306,Somatomotor,0,158,0.0,-1.3101020161405488,2059
9307,Somatomotor,2,196,0.16541008542804342,-1.3447065469188737,2059
9308,Somatomotor,7,210,0.61151705344690066,0.56894952718049652,2059
9309,Somatomotor,1,227,0.7411761070646945,-0.79562041111386295,2059
9310,Somatomotor,3,244,0.63315201145851241,-0.83472125534842578,2059
9311,Somatomotor,0,271,0.67269264285707564,2.1462498724749421,2059
9312,Somatomotor,2,274,0.43763618697269585,0.18701690997588663,2059
9313,Somatomotor,2,294,0.52763582229926542,-1.1156806549769949,2059
9314,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2059
9315,Somatomotor,2,318,0.0083716333120962029,-1.7272946551794937,2059
9316,Somatomotor,2,325,0.0,-2.0684197151412023,2059
9317,Somatomotor,3,360,0.25336005391527605,-1.524562783634863,2059
9318,Somatomotor,7,392,0.56220068640491838,-0.11130784804685985,2059
9319,Somatomotor,2,28,0.49160313440236431,0.31343470162763082,2060
9320,Somatomotor,4,31,0.41814581149496804,1.4427051135474669,2060
9321,Somatomotor,1,32,0.48686607603156173,0.68399784885858106,2060
9322,Somatomotor,2,81,0.35812452717554749,1.0043626740630345,2060
9323,Somatomotor,2,89,0.43301304891115422,-0.9258906711542314,2060
9324,Somatomotor,7,114,0.35934336376284287,0.82135691047198001,2060
9325,Somatomotor,3,139,0.082723322179123163,0.57134584965663149,2060
9326,Somatomotor,2,145,0.26895854494980787,-1.4730559490821764,2060
9327,Somatomotor,2,196,0.16541008542804342,-1.3447065469188737,2060
9328,Somatomotor,7,210,0.61151705344690066,0.56894952718049652,2060
9329,Somatomotor,0,239,0.10346221440905561,-1.1450482302174403,2060
9330,Somatomotor,0,271,0.67269264285707564,2.1462498724749421,2060
9331,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2060
9332,Somatomotor,4,311,0.60280427251977975,1.0283314794974234,2060
9333,Somatomotor,2,318,0.0083716333120962029,-1.7272946551794937,2060
9334,Somatomotor,3,360,0.25336005391527605,-1.524562783634863,2060
9335,Somatomotor,6,4,0.60109766186291658,0.73997215435411356,2061
9336,Somatomotor,2,28,0.49160313440236431,0.31343470162763082,2061
9337,Somatomotor,2,89,0.43301304891115422,-0.9258906711542314,2061
9338,Somatomotor,7,114,0.35934336376284287,0.82135691047198001,2061
9339,Somatomotor,1,117,0.20532943373884208,0.16288889912548746,2061
9340,Somatomotor,2,125,0.52590223748595966,-0.25366965615412634,2061
9341,Somatomotor,3,139,0.082723322179123163,0.57134584965663149,2061
9342,Somatomotor,3,152,0.14563568157097753,0.69784826205626416,2061
9343,Somatomotor,0,155,0.62018019803809998,0.83912883827449847,2061
9344,Somatomotor,2,196,0.16541008542804342,-1.3447065469188737,2061
9345,Somatomotor,0,239,0.10346221440905561,-1.1450482302174403,2061
9346,Somatomotor,1,297,0.53203137955072533,0.15372941173013202,2061
9347,Somatomotor,4,311,0.60280427251977975,1.0283314794974234,2061
9348,Somatomotor,1,331,0.27007526139207017,-1.2331150840442999,2061
9349,Default,6,4,0.60109766186291658,0.73997215435411356,2062
9350,Default,2,28,0.49160313440236431,0.31343470162763082,2062
9351,Default,1,117,0.20532943373884208,0.16288889912548746,2062
9352,Default,3,135,0.29630860834092698,-2.2294800792312253,2062
9353,Default,3,152,0.14563568157097753,0.69784826205626416,2062
9354,Default,0,215,0.090597687843085209,0.21221138575004578,2062
9355,Default,1,297,0.53203137955072533,0.15372941173013202,2062
9356,Default,4,311,0.60280427251977975,1.0283314794974234,2062
9357,Default,2,318,0.0083716333120962029,-1.7272946551794937,2062
9358,Default,0,395,0.0,-0.61369879359103829,2062
9359,Sailency,4,132,0.43598403597848495,0.03172228455109561,2063
9360,Sailency,2,143,0.18546470810790511,-0.70211165310101442,2063
9361,Sailency,3,152,0.14563568157097753,0.69784826205626416,2063
9362,Sailency,2,196,0.16541008542804342,-1.3447065469188737,2063
9363,Sailency,7,210,0.61151705344690066,0.56894952718049652,2063
9364,Sailency,1,214,0.34505451105951118,-0.032553478559749896,2063
9365,Sailency,0,215,0.090597687843085209,0.21221138575004578,2063
9366,Sailency,4,241,0.5658484984273886,0.040854760925255355,2063
9367,Sailency,4,311,0.60280427251977975,1.0283314794974234,2063
9368,Sailency,2,318,0.0083716333120962029,-1.7272946551794937,2063
9369,Sailency,7,320,0.38587171207879317,-0.44987294751784429,2063
9370,Sailency,7,334,0.29051907992581377,-2.8037540122193549,2063
9371,Default,1,76,0.32894835056248412,-0.11952890727690976,2064
9372,Default,3,133,0.058186389958275804,-0.3486696789247718,2064
9373,Default,2,143,0.18546470810790511,-0.70211165310101442,2064
9374,Default,1,181,0.16969659275074164,-0.93418778925757595,2064
9375,Default,5,190,0.60825641763009775,0.19527377910553176,2064
9376,Default,3,201,0.26219923766131625,-0.46762237285467984,2064
9377,Default,1,214,0.34505451105951118,-0.032553478559749896,2064
9378,Default,0,215,0.090597687843085209,0.21221138575004578,2064
9379,Default,1,227,0.7411761070646945,-0.79562041111386295,2064
9380,Default,0,239,0.10346221440905561,-1.1450482302174403,2064
9381,Default,1,259,0.66402419719298411,0.50632289359243665,2064
9382,Default,2,298,0.29960741203588437,-0.51992336597905064,2064
9383,Default,1,303,0.3912933333748192,0.084256776800556293,2064
9384,Default,2,318,0.0083716333120962029,-1.7272946551794937,2064
9385,Default,6,327,0.35079294309768805,0.73380643526600298,2064
9386,Default,7,334,0.29051907992581377,-2.8037540122193549,2064
9387,Default,0,345,0.10102870739549308,-0.38339669606297533,2064
9388,Default,0,361,0.0,-1.0658219964781741,2064
9389,Default,3,23,0.16833669691597711,0.26958110107562927,2065
9390,Default,0,45,0.10585425148765155,0.32071782146107825,2065
9391,Default,1,76,0.32894835056248412,-0.11952890727690976,2065
9392,Default,0,94,0.0,-1.3101020161405488,2065
9393,Default,6,162,0.55390125052961714,0.55240714154916348,2065
9394,Default,1,181,0.16969659275074164,-0.93418778925757595,2065
9395,Default,1,214,0.34505451105951118,-0.032553478559749896,2065
9396,Default,1,259,0.66402419719298411,0.50632289359243665,2065
9397,Default,6,265,0.53842160211233414,-0.84743208875185261,2065
9398,Default,2,289,0.299249055403632,0.85638141669966461,2065
9399,Default,2,298,0.29960741203588437,-0.51992336597905064,2065
9400,Default,1,303,0.3912933333748192,0.084256776800556293,2065
9401,Default,0,345,0.10102870739549308,-0.38339669606297533,2065
9402,Default,8,354,0.61733761287573974,-0.63728190362782866,2065
9403,Default,3,23,0.16833669691597711,0.26958110107562927,2066
9404,Default,0,45,0.10585425148765155,0.32071782146107825,2066
9405,Default,0,94,0.0,-1.3101020161405488,2066
9406,Default,2,113,0.18042390106043665,-0.48880279431196105,2066
9407,Default,3,124,0.085773135214656668,0.0018503849556592974,2066
9408,Default,4,169,0.60740790195251948,-0.32573607047239228,2066
9409,Default,7,202,0.49953474634556538,0.55743188201887084,2066
9410,Default,1,227,0.7411761070646945,-0.79562041111386295,2066
9411,Default,3,266,0.62790157124397505,-0.62980490079773044,2066
9412,Default,2,298,0.29960741203588437,-0.51992336597905064,2066
9413,Default,0,94,0.0,-1.3101020161405488,2067
9414,Default,0,103,0.44485387967976353,0.21795240397030796,2067
9415,Default,2,113,0.18042390106043665,-0.48880279431196105,2067
9416,Default,2,125,0.52590223748595966,-0.25366965615412634,2067
9417,Default,2,145,0.26895854494980787,-1.4730559490821764,2067
9418,Default,3,182,0.38496090159330537,-1.0698127130841486,2067
9419,Default,1,227,0.7411761070646945,-0.79562041111386295,2067
9420,Default,2,274,0.43763618697269585,0.18701690997588663,2067
9421,Default,8,317,0.74701225715504005,0.43003093898762912,2067
9422,Default,5,322,0.59916948457000974,-1.3228672032050626,2067
9423,Default,0,358,0.084931909263616753,-0.72115835367593673,2067
9424,Default,4,56,0.28928843803898685,-1.2895046130305523,2068
9425,Default,0,78,0.068556656567210023,-0.98338220638014406,2068
9426,Default,2,89,0.43301304891115422,-0.9258906711542314,2068
9427,Default,0,103,0.44485387967976353,0.21795240397030796,2068
9428,Default,2,113,0.18042390106043665,-0.48880279431196105,2068
9429,Default,2,145,0.26895854494980787,-1.4730559490821764,2068
9430,Default,5,283,0.62246638661637255,0.81162503504839079,2068
9431,Default,8,317,0.74701225715504005,0.43003093898762912,2068
9432,Default,2,325,0.0,-2.0684197151412023,2068
9433,Default,2,393,0.11866717354143946,-0.44268024067884887,2068
9434,Default,2,28,0.49160313440236431,0.31343470162763082,2069
9435,Default,4,56,0.28928843803898685,-1.2895046130305523,2069
9436,Default,0,85,0.29932014995638001,0.55197306113647948,2069
9437,Default,2,89,0.43301304891115422,-0.9258906711542314,2069
9438,Default,0,94,0.0,-1.3101020161405488,2069
9439,Default,2,113,0.18042390106043665,-0.48880279431196105,2069
9440,Default,7,114,0.35934336376284287,0.82135691047198001,2069
9441,Default,8,179,0.55588663330837718,-0.38643994453864006,2069
9442,Default,5,283,0.62246638661637255,0.81162503504839079,2069
9443,Default,2,298,0.29960741203588437,-0.51992336597905064,2069
9444,Default,2,325,0.0,-2.0684197151412023,2069
9445,Default,2,347,0.35835828310412077,-0.34261201546077963,2069
9446,Default,5,353,0.54387376678589017,0.28936825640676533,2069
9447,Default,2,393,0.11866717354143946,-0.44268024067884887,2069
9448,Default,2,28,0.49160313440236431,0.31343470162763082,2070
9449,Default,2,113,0.18042390106043665,-0.48880279431196105,2070
9450,Default,2,145,0.26895854494980787,-1.4730559490821764,2070
9451,Default,0,271,0.67269264285707564,2.1462498724749421,2070
9452,Default,5,283,0.62246638661637255,0.81162503504839079,2070
9453,Default,2,298,0.29960741203588437,-0.51992336597905064,2070
9454,Default,5,353,0.54387376678589017,0.28936825640676533,2070
9455,Default,3,360,0.25336005391527605,-1.524562783634863,2070
9456,Default,2,393,0.11866717354143946,-0.44268024067884887,2070
9457,Default,5,82,0.54723929118715053,-0.66424928760823398,2071
9458,Default,2,143,0.18546470810790511,-0.70211165310101442,2071
9459,Default,2,145,0.26895854494980787,-1.4730559490821764,2071
9460,Default,7,202,0.49953474634556538,0.55743188201887084,2071
9461,Default,1,227,0.7411761070646945,-0.79562041111386295,2071
9462,Default,6,236,0.609269641494537,-0.77162878187217354,2071
9463,Default,6,258,0.63371095540556655,-1.6345290570481448,2071
9464,Default,0,271,0.67269264285707564,2.1462498724749421,2071
9465,Default,2,274,0.43763618697269585,0.18701690997588663,2071
9466,Default,5,307,0.66083100254503246,-0.65806551427076443,2071
9467,Default,2,393,0.11866717354143946,-0.44268024067884887,2071
9468,Visual,1,47,0.0,-1.3713230906348464,2072
9469,Visual,2,125,0.52590223748595966,-0.25366965615412634,2072
9470,Visual,3,266,0.62790157124397505,-0.62980490079773044,2072
